id,name,gene-id,gene-symbol,gene-name,entrez-id,chromosome,plane-of-section,specimen-id,fold-change,target-sum,contrast-sum,num-target-samples,num-contrast-samples
74988615,RP_060315_05_F08,65876,Numa1,nuclear mitotic apparatus protein 1,101706,7,coronal,n/a,0.773,471.993,838.114,188,258
73769308,RP_051121_04_B03,106116,Hist1h2bg,"histone cluster 1, H2bg",319181,13,coronal,n/a,0.773,2725.086,4839.691,188,258
74882697,RP_060315_04_G03,46645,Pgrmc2,progesterone receptor membrane component 2,70804,3,coronal,n/a,0.772,966.334,1717.161,188,258
276073,RP_040609_01_C06,26146,Map2k4,mitogen-activated protein kinase kinase 4,26398,11,coronal,n/a,0.772,1723.535,3600.515,160,258
2006,RP_040507_02_F11,83956,Ankrd33,ankyrin repeat domain 33,208258,15,coronal,n/a,0.772,1618.634,2877.808,188,258
70928198,RP_050725_01_B12,35600,Dbn1,drebrin 1,56320,13,coronal,n/a,0.772,2559.844,4552.996,188,258
855,RP_Baylor_102987,19029,Ptprd,"protein tyrosine phosphatase, receptor type, D",19266,4,coronal,n/a,0.771,1027.614,1290.662,188,182
74958626,RP_060315_05_B10,88593,Slc2a13,"solute carrier family 2 (facilitated glucose transporter), member 13",239606,15,coronal,n/a,0.770,1304.766,2326.182,188,258
544520,RP_040324_01_G06,14534,Gpm6b,glycoprotein m6b,14758,X,coronal,n/a,0.769,3792.151,6836.935,186,258
75773702,RP_060530_01_A08,42145,Fam82b,"family with sequence similarity 82, member B",66302,4,coronal,n/a,0.769,600.128,1070.567,188,258
73636099,RP_050825_02_C04,16283,Kcnh1,"potassium voltage-gated channel, subfamily H (eag-related), member 1",16510,1,coronal,n/a,0.769,1166.028,2007.669,188,249
72109467,RP_050712_04_G12,35989,Dbc1,deleted in bladder cancer 1 (human),56710,4,coronal,n/a,0.769,3794.935,5512.025,188,210
72104185,RP_050927_01_G06,11352,Adssl1,adenylosuccinate synthetase like 1,11565,12,coronal,n/a,0.769,862.359,1539.742,188,258
74047925,RP_051214_02_D10,11522,Ank3,"ankyrin 3, epithelial",11735,10,coronal,n/a,0.769,3205.680,5723.822,188,258
67881554,RP_041018_01_E11,43392,Gpr89,G protein-coupled receptor 89,67549,3,coronal,n/a,0.768,929.069,1099.739,188,171
112646245,RP_110407_02_F03,89103,Grip2,glutamate receptor interacting protein 2,243547,6,coronal,n/a,0.768,245.287,508.562,162,258
70431432,RP_050309_02_E06,16096,Inhba,inhibin beta-A,16323,13,coronal,n/a,0.768,396.857,849.133,157,258
70431435,RP_050309_02_G01,92586,Mtmr12,myotubularin related protein 12,268783,15,coronal,n/a,0.768,351.889,628.820,188,258
75147760,RP_051206_02_H12,44246,Nrn1,neuritin 1,68404,13,coronal,n/a,0.767,4184.159,7483.491,188,258
75144703,RP_060220_02_B02,12086,Cacybp,calcyclin binding protein,12301,1,coronal,n/a,0.767,191.699,332.713,175,233
74641113,RP_060220_05_G03,54126,Nav2,neuron navigator 2,78286,7,coronal,n/a,0.767,713.523,1600.065,150,258
75084501,RP_060412_04_C09,84644,Pak6,p21 protein (Cdc42/Rac)-activated kinase 6,214230,2,coronal,n/a,0.767,737.636,1320.314,188,258
75041464,RP_060412_04_B10,16751,Lrrn3,"leucine rich repeat protein 3, neuronal",16981,12,coronal,n/a,0.767,1338.650,2396.249,188,258
74641317,RP_060220_02_E05,87892,Aars,alanyl-tRNA synthetase,234734,8,coronal,n/a,0.767,2520.143,4511.685,188,258
75774107,RP_060530_01_B03,37276,Slc35b4,"solute carrier family 35, member B4",58246,6,coronal,n/a,0.766,928.771,1663.016,188,258
74047905,RP_051214_02_C02,12019,Btrc,beta-transducin repeat containing protein,12234,19,coronal,n/a,0.766,1739.747,3115.696,188,258
67850952,RP_041018_01_A11,16298,Kcnk1,"potassium channel, subfamily K, member 1",16525,8,coronal,n/a,0.766,1725.141,3089.917,188,258
72081395,RP_051017_01_C01,86648,Gsn,gelsolin,227753,2,coronal,n/a,0.766,757.447,1356.722,188,258
74988747,RP_060315_05_G02,22096,Vegfa,vascular endothelial growth factor A,22339,17,coronal,n/a,0.766,577.074,1033.828,188,258
74988259,RP_060315_05_C02,108440,Zmiz1,"zinc finger, MIZ-type containing 1",328365,14,coronal,n/a,0.766,1726.724,2590.290,188,216
70612727,RP_050725_01_C05,44179,Crip2,cysteine rich protein 2,68337,12,coronal,n/a,0.766,1001.465,1795.254,188,258
74882832,RP_060315_04_H04,57737,Sacm1l,"SAC1 (suppressor of actin mutations 1, homolog)-like (S. cerevisiae)",83493,9,coronal,n/a,0.766,231.196,414.462,188,258
2055,RP_040324_01_B11,35666,B4galt6,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6",56386,18,coronal,n/a,0.765,2196.807,3938.384,188,258
79587726,RP_071204_02_D06,20417,Sod1,"superoxide dismutase 1, soluble",20655,16,coronal,n/a,0.765,1405.222,2521.343,188,258
76135815,RP_060711_03_C05,83924,Pknox2,Pbx/knotted 1 homeobox 2,208076,9,coronal,n/a,0.765,2097.678,3764.383,188,258
77280309,RP_070116_01_B01,18361,Pdgfra,"platelet derived growth factor receptor, alpha polypeptide",18595,5,coronal,n/a,0.764,274.829,493.371,188,258
74658088,RP_060220_02_C02,68017,Nt5m,"5',3'-nucleotidase, mitochondrial",103850,11,coronal,n/a,0.764,568.063,873.359,183,215
73817987,RP_051214_01_B01,52740,Ssbp4,single stranded DNA binding protein 4,76900,8,coronal,n/a,0.764,2480.953,4456.577,188,258
71670686,RP_050505_04_D09,82131,Inpp5j,inositol polyphosphate 5-phosphatase J,170835,11,coronal,n/a,0.764,488.128,877.227,188,258
75988621,RP_060620_02_E02,19641,Rock2,Rho-associated coiled-coil containing protein kinase 2,19878,12,coronal,n/a,0.763,802.016,1201.456,188,215
72129283,RP_051017_03_F04,43733,Ufm1,ubiquitin-fold modifier 1,67890,3,coronal,n/a,0.763,466.396,839.000,188,258
71250313,RP_050419_04_G05,88599,AI836003,expressed sequence AI836003,239650,15,coronal,n/a,0.762,307.458,553.383,188,258
2091,RP_Baylor_102685,12407,Cer1,cerberus 1 homolog (Xenopus laevis),12622,4,coronal,n/a,0.762,2005.308,3330.827,169,214
2635,RP_040507_01_E06,20608,Stat1,signal transducer and activator of transcription 1,20846,1,coronal,n/a,0.762,384.114,691.761,188,258
75773699,RP_060530_01_A05,11843,Opn1sw,"opsin 1 (cone pigments), short-wave-sensitive (color blindness, tritan)",12057,6,coronal,n/a,0.762,1746.484,2841.500,188,233
79591395,RP_071204_04_A05,12079,Cacna2d3,"calcium channel, voltage-dependent, alpha2/delta subunit 3",12294,14,coronal,n/a,0.762,2558.184,4609.567,188,258
71920509,RP_051017_02_G02,47741,Tmem106b,transmembrane protein 106B,71900,6,coronal,n/a,0.761,1758.264,2630.158,187,213
512,RP_Baylor_102825,14469,Gnb2,"guanine nucleotide binding protein (G protein), beta 2",14693,5,coronal,n/a,0.761,2260.243,4074.537,188,258
73769325,RP_051121_04_B10,49848,Btbd11,BTB (POZ) domain containing 11,74007,10,coronal,n/a,0.761,220.502,849.229,88,258
2643,RP_Baylor_103050,20640,Aurka,aurora kinase A,20878,2,coronal,n/a,0.761,417.768,753.452,188,258
2357,RP_040407_02_H03,16418,Kpna1,karyopherin (importin) alpha 1,16646,16,coronal,n/a,0.760,924.174,1694.749,185,258
75749409,RP_060518_01_B09,22476,Zfp61,zinc finger protein 61,22719,7,coronal,n/a,0.760,290.632,478.270,175,219
74819243,RP_060315_02_C07,86316,Ndufs8,NADH dehydrogenase (ubiquinone) Fe-S protein 8,225887,19,coronal,n/a,0.760,859.444,2390.928,122,258
1864,RP_040507_02_G06,56687,Syt13,synaptotagmin XIII,80976,2,coronal,n/a,0.759,2171.665,3924.140,188,258
75233089,RP_060220_02_G06,18790,Sypl,synaptophysin-like protein,19027,12,coronal,n/a,0.759,198.875,311.162,181,215
2089,RP_Baylor_103357,84619,Agap3,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3",213990,5,coronal,n/a,0.759,828.659,1498.562,188,258
74047877,RP_051214_02_B05,42706,Lztr1,"leucine-zipper-like transcriptional regulator, 1",66863,16,coronal,n/a,0.759,1148.781,2088.801,187,258
73636030,RP_050816_03_A05,87815,Psd3,pleckstrin and Sec7 domain containing 3,234353,8,coronal,n/a,0.759,1354.207,2449.492,188,258
70562126,RP_050331_04_G03,21825,Trpc6,"transient receptor potential cation channel, subfamily C, member 6",22068,9,coronal,n/a,0.759,192.255,346.452,188,257
70743908,RP_050725_02_A12,49261,1700054N08Rik,RIKEN cDNA 1700054N08 gene,73420,8,coronal,n/a,0.758,1471.769,2662.853,188,258
73520966,RP_051017_04_E06,72262,Baiap2,brain-specific angiogenesis inhibitor 1-associated protein 2,108100,11,coronal,n/a,0.758,1154.409,2088.785,188,258
70615598,RP_050725_01_D06,14347,Gpd2,"glycerol phosphate dehydrogenase 2, mitochondrial",14571,2,coronal,n/a,0.758,1054.854,1909.365,188,258
71836885,RP_051017_02_F03,60826,Tnfrsf21,"tumor necrosis factor receptor superfamily, member 21",94185,17,coronal,n/a,0.758,2008.830,4497.326,152,258
77869796,RP_070205_01_B05,42884,Oxct1,3-oxoacid CoA transferase 1,67041,15,coronal,n/a,0.758,2916.112,4401.287,188,215
1585,RP_040526_01_F03,14586,Grin1,"glutamate receptor, ionotropic, NMDA1 (zeta 1)",14810,2,coronal,n/a,0.758,3373.574,6110.175,188,258
74581399,RP_060220_04_G01,46204,Fam135b,"family with sequence similarity 135, member B",70363,15,coronal,n/a,0.757,452.514,686.850,187,215
74272036,RP_060202_01_A03,13781,Chchd2,coiled-coil-helix-coiled-coil-helix domain containing 2,14004,5,coronal,n/a,0.757,3367.492,6630.756,173,258
73636091,RP_050915_04_C01,40718,Clstn2,calsyntenin 2,64085,9,coronal,n/a,0.757,1018.279,1845.209,188,258
75041463,RP_060412_04_B09,82847,Lrrc4,leucine rich repeat containing 4,192198,6,coronal,n/a,0.757,1593.298,2888.712,188,258
73994667,RP_051214_03_E02,87248,Fras1,Fraser syndrome 1 homolog (human),231470,5,coronal,n/a,0.756,233.343,423.328,188,258
71920512,RP_051017_02_G05,16192,Itgb5,integrin beta 5,16419,16,coronal,n/a,0.756,214.169,388.643,188,258
74819463,RP_060315_02_F05,27725,D4Wsu53e,"DNA segment, Chr 4, Wayne State University 53, expressed",27981,4,coronal,n/a,0.756,2536.029,5001.366,173,258
75774111,RP_060530_01_B07,19178,Rasal1,RAS protein activator like 1 (GAP1 like),19415,5,coronal,n/a,0.756,1012.745,1783.626,163,217
73521823,RP_051101_03_B07,20273,Slc1a2,"solute carrier family 1 (glial high affinity glutamate transporter), member 2",20511,2,coronal,n/a,0.756,3100.043,4150.893,169,171
76115734,RP_060620_02_C02,17521,Mtap1a,microtubule-associated protein 1 A,17754,2,coronal,n/a,0.756,3012.817,4495.939,188,212
2523,RP_040420_01_A10,19460,Rela,v-rel reticuloendotheliosis viral oncogene homolog A (avian),19697,19,coronal,n/a,0.756,1113.703,2022.752,188,258
323585,RP_040609_01_F10,23690,Map2k5,mitogen-activated protein kinase kinase 5,23938,9,coronal,n/a,0.755,417.526,827.454,165,247
74988669,RP_060315_04_A04,12075,Cacna1e,"calcium channel, voltage-dependent, R type, alpha 1E subunit",12290,1,coronal,n/a,0.755,2209.851,4017.114,188,258
75749751,RP_060518_02_E09,14581,Grik1,"glutamate receptor, ionotropic, kainate 1",14805,16,coronal,n/a,0.755,516.878,400.784,188,110
72129244,RP_051017_03_E04,17157,Mmp16,matrix metallopeptidase 16,17389,4,coronal,n/a,0.754,725.417,1319.631,188,258
74881161,RP_060220_01_A10,22150,Wfs1,Wolfram syndrome 1 homolog (human),22393,5,coronal,n/a,0.754,561.094,1072.375,179,258
71358590,RP_050725_03_E11,11651,Arnt2,aryl hydrocarbon receptor nuclear translocator 2,11864,7,coronal,n/a,0.753,1595.484,2937.731,186,258
75651192,RP_060518_01_C09,12771,Csk,c-src tyrosine kinase,12988,9,coronal,n/a,0.753,441.397,585.955,175,175
77371773,RP_070116_01_D11,14906,Hbb-b2,"hemoglobin, beta adult minor chain",15130,7,coronal,n/a,0.753,235.104,496.251,134,213
71249740,RP_050414_04_A03,107813,Mical2,"microtubule associated monoxygenase, calponin and LIM domain containing 2",320878,7,coronal,n/a,0.752,3597.197,6705.630,184,258
74724774,RP_060220_04_B08,48009,Aifm3,"apoptosis-inducing factor, mitochondrion-associated 3",72168,16,coronal,n/a,0.752,487.239,898.708,186,258
2507,RP_040324_01_D06,19005,Ptn,pleiotrophin,19242,6,coronal,n/a,0.752,2411.586,4403.092,188,258
73931629,RP_051214_04_A09,32362,Rgs7bp,regulator of G-protein signalling 7 binding protein,52882,13,coronal,n/a,0.751,364.348,665.633,188,258
74882525,RP_060315_04_E11,88045,Snx33,sorting nexin 33,235406,9,coronal,n/a,0.751,2488.931,4929.107,158,235
72007750,RP_051017_01_A11,52368,Il34,interleukin 34,76527,8,coronal,n/a,0.751,1889.693,3528.448,184,258
1954,RP_040604_02_B01,47838,1500002O20Rik,RIKEN cDNA 1500002O20 gene,71997,7,coronal,n/a,0.750,1388.080,3139.698,152,258
75650860,RP_060518_02_E01,92920,Vat1l,vesicle amine transport protein 1 homolog-like (T. californica),270097,8,coronal,n/a,0.750,551.376,1009.494,188,258
79556603,RP_071018_02_A11,16345,Kif5a,kinesin family member 5A,16572,10,coronal,n/a,0.749,1832.180,3355.178,188,258
113,RP_Baylor_102635,11642,Arhgap5,Rho GTPase activating protein 5,11855,12,coronal,n/a,0.749,390.967,716.135,188,258
1814,RP_040526_02_H11,19066,Pxn,paxillin,19303,5,coronal,n/a,0.749,773.688,1417.174,188,258
74819255,RP_060315_02_D07,11718,Atp1b2,"ATPase, Na+/K+ transporting, beta 2 polypeptide",11932,11,coronal,n/a,0.749,2014.422,3580.168,160,213
74658080,RP_060220_04_D05,13863,Fscn1,"fascin homolog 1, actin bundling protein (Strongylocentrotus purpuratus)",14086,5,coronal,n/a,0.749,2793.554,4246.770,188,214
79490112,RP_070205_01_H11,35701,Pfkp,"phosphofructokinase, platelet",56421,13,coronal,n/a,0.748,3703.477,6794.211,188,258
73512193,RP_050712_01_C11,20303,Slc8a1,"solute carrier family 8 (sodium/calcium exchanger), member 1",20541,17,coronal,n/a,0.747,887.350,1346.140,188,213
76135823,RP_060711_04_D03,16948,Matk,megakaryocyte-associated tyrosine kinase,17179,10,coronal,n/a,0.747,2941.562,5406.598,188,258
71358652,RP_050725_03_F11,108911,Far2,fatty acyl CoA reductase 2,330450,6,coronal,n/a,0.746,278.137,511.685,188,258
74047909,RP_051214_02_C06,19109,Rab6a,"RAB6A, member RAS oncogene family",19346,7,coronal,n/a,0.746,3949.379,7632.044,179,258
75042254,RP_060412_02_C08,20103,Glg1,golgi apparatus protein 1,20340,8,coronal,n/a,0.746,3006.809,5532.882,188,258
961,RP_Baylor_103391,87961,Sept7,septin 7,235072,9,coronal,n/a,0.746,638.619,1175.252,188,258
71587898,RP_050725_03_G02,43407,Tmem35,transmembrane protein 35,67564,X,coronal,n/a,0.745,759.984,1399.642,188,258
73718053,RP_051121_04_C07,72858,Chn1,chimerin (chimaerin) 1,108699,2,coronal,n/a,0.745,3869.381,7127.256,188,258
75080269,RP_060412_06_H09,149967,9530085C10Rik*,RIKEN cDNA 9530085C10 gene (non-RefSeq),0,n/a,coronal,n/a,0.744,3473.422,6402.733,188,258
71015814,RP_050725_02_H10,26304,Homer2,homer homolog 2 (Drosophila),26557,7,coronal,n/a,0.744,582.440,1073.719,188,258
1393,RP_Baylor_103299,54245,Ntf5,neurotrophin 5,78405,7,coronal,n/a,0.744,911.292,2105.705,150,258
72129296,RP_051017_03_F12,15042,Hist2h2aa1,"histone cluster 2, H2aa1",15267,3,coronal,n/a,0.744,2494.795,3852.241,188,216
70927826,RP_050725_01_B02,12493,Ckb,"creatine kinase, brain",12709,12,coronal,n/a,0.744,4037.258,7447.458,188,258
70928293,RP_050725_02_C08,68168,Rtn1,reticulon 1,104001,12,coronal,n/a,0.744,4289.503,7914.666,188,258
73925725,RP_051214_03_B12,93210,Prex1,"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1",277360,2,coronal,n/a,0.743,568.712,960.556,188,236
1846,RP_040526_02_G08,84510,Slc39a14,"solute carrier family 39 (zinc transporter), member 14",213053,14,coronal,n/a,0.743,300.184,554.737,188,258
73929595,RP_051214_03_G07,20214,St8sia3,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3",20451,18,coronal,n/a,0.742,1164.409,2152.329,188,258
71016665,RP_050725_03_B05,11821,Bcat1,"branched chain aminotransferase 1, cytosolic",12035,6,coronal,n/a,0.742,894.160,1653.355,188,258
61411,RP_040407_01_C07,21714,Tnnt3,"troponin T3, skeletal, fast",21957,7,coronal,n/a,0.742,981.788,2646.209,68,136
74586669,RP_051214_01_B09,108965,Ctxn1,cortexin 1,330695,8,coronal,n/a,0.742,3849.195,7119.405,188,258
71924364,RP_050623_01_G04,42586,Rnf220,ring finger protein 220,66743,4,coronal,n/a,0.742,1270.717,2351.666,188,258
76135799,RP_060711_03_C01,83239,Reps2,RALBP1 associated Eps domain containing protein 2,194590,X,coronal,n/a,0.741,2730.128,4653.300,175,221
74047921,RP_051214_02_D06,106590,Podxl2,podocalyxin-like 2,319655,6,coronal,n/a,0.741,1504.305,2786.590,188,258
1826,RP_040507_01_H01,88381,Rtn4rl1,reticulon 4 receptor-like 1,237847,11,coronal,n/a,0.740,1588.585,2944.362,188,258
72472769,RP_051101_02_D01,47883,Cotl1,coactosin-like 1 (Dictyostelium),72042,8,coronal,n/a,0.740,788.754,1462.144,188,258
67936211,RP_040324_01_G10,19656,Rpgr,retinitis pigmentosa GTPase regulator,19893,X,coronal,n/a,0.740,200.786,454.717,148,248
77278973,RP_070116_01_A06,85360,Serinc5,serine incorporator 5,218442,13,coronal,n/a,0.740,691.163,1282.172,188,258
75077262,RP_060412_02_E11,35516,Hdac7,histone deacetylase 7,56233,15,coronal,n/a,0.739,983.516,1506.851,188,213
71924290,RP_050609_03_F09,88626,1600021P15Rik,RIKEN cDNA 1600021P15 gene,239796,16,coronal,n/a,0.738,265.716,493.981,188,258
75077203,RP_060412_02_E06,13262,Dpp6,dipeptidylpeptidase 6,13483,5,coronal,n/a,0.738,2722.072,5633.915,169,258
75651230,RP_060518_01_D08,42822,Pole4,"polymerase (DNA-directed), epsilon 4 (p12 subunit)",66979,6,coronal,n/a,0.737,193.193,344.713,181,238
77340466,RP_070116_02_C08,14988,Hexb,hexosaminidase B,15212,13,coronal,n/a,0.736,803.282,1498.017,188,258
472,RP_Baylor_102802,14177,Gabrb2,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 2",14401,11,coronal,n/a,0.735,487.709,910.172,188,258
2631,RP_040420_01_G07,71678,Ssr1,"signal sequence receptor, alpha",107513,13,coronal,n/a,0.735,911.609,1701.773,188,258
72007751,RP_051017_01_A12,43240,Erp29,endoplasmic reticulum protein 29,67397,5,coronal,n/a,0.735,1836.707,3431.144,188,258
1724,RP_040604_01_B01,71909,Aldh1l1,"aldehyde dehydrogenase 1 family, member L1",107747,6,coronal,n/a,0.734,421.171,787.141,188,258
74988711,RP_060315_04_A10,54179,Ttyh3,tweety homolog 3 (Drosophila),78339,5,coronal,n/a,0.734,1121.806,869.552,188,107
70928196,RP_050725_01_B11,11321,Adk,adenosine kinase,11534,14,coronal,n/a,0.734,478.302,893.975,188,258
77869820,RP_070212_02_D05,37220,Vstm2b,V-set and transmembrane domain containing 2B,58188,7,coronal,n/a,0.734,874.284,1818.035,169,258
75774113,RP_060530_01_B09,16928,Man2b1,"mannosidase 2, alpha B1",17159,8,coronal,n/a,0.734,650.742,1013.834,188,215
73817988,RP_051214_01_B02,18814,Ppp1r17,"protein phosphatase 1, regulatory subunit 17",19051,6,coronal,n/a,0.734,1193.820,2232.217,188,258
74511880,RP_051121_04_A01,52282,Daam2,dishevelled associated activator of morphogenesis 2,76441,17,coronal,n/a,0.734,1051.961,1967.504,188,258
2425,RP_040507_02_G02,17804,Nfkbie,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, epsilon",18037,17,coronal,n/a,0.734,757.668,1417.416,188,258
2167,RP_Baylor_102792,14133,Dtx1,deltex 1 homolog (Drosophila),14357,5,coronal,n/a,0.734,532.531,996.264,188,258
73925723,RP_051214_03_B10,30257,Atp8a2,"ATPase, aminophospholipid transporter-like, class I, type 8A, member 2",50769,14,coronal,n/a,0.733,656.048,1227.562,188,258
72077454,RP_051017_03_A08,88051,Coro2b,"coronin, actin binding protein, 2B",235431,9,coronal,n/a,0.733,1637.368,3130.442,184,258
74881790,RP_060315_04_D03,11801,Bad,BCL2-associated agonist of cell death,12015,19,coronal,n/a,0.733,387.215,790.769,143,214
73521804,RP_051101_03_A03,37561,Pvrl3,poliovirus receptor-related 3,58998,16,coronal,n/a,0.732,784.632,1246.010,184,214
75934915,RP_060530_01_E07,12121,Capns1,"calpain, small subunit 1",12336,7,coronal,n/a,0.732,2260.801,3728.699,178,215
73817433,RP_051101_01_A09,26147,Map2k6,mitogen-activated protein kinase kinase 6,26399,11,coronal,n/a,0.732,611.713,1146.709,188,258
74357578,RP_050927_04_E03,87141,Igsf21,"immunoglobin superfamily, member 21",230868,4,coronal,n/a,0.732,1187.943,2227.179,188,258
2177,RP_040420_01_F03,37422,Efemp2,epidermal growth factor-containing fibulin-like extracellular matrix protein 2,58859,19,coronal,n/a,0.732,391.145,733.400,188,258
199398,RP_040507_03_A05,18504,Pitx1,paired-like homeodomain transcription factor 1,18740,13,coronal,n/a,0.732,2467.191,5425.128,133,214
71670721,RP_050526_04_H03,63866,Ankrd50,ankyrin repeat domain 50,99696,3,coronal,n/a,0.732,196.158,367.925,188,258
75934920,RP_060530_01_E12,19714,Rpl32,ribosomal protein L32,19951,6,coronal,n/a,0.731,1027.595,1756.901,188,235
77414147,RP_070205_01_F02,21189,Mlx,MAX-like protein X,21428,11,coronal,n/a,0.731,214.058,401.811,188,258
71247597,RP_050331_01_C12,84246,Bai3,brain-specific angiogenesis inhibitor 3,210933,1,coronal,n/a,0.731,1092.694,2051.974,188,258
74881516,RP_060315_04_C04,11250,Actb,"actin, beta",11461,5,coronal,n/a,0.731,4625.713,8780.130,186,258
74988738,RP_060315_04_B06,21190,Ubtf,"upstream binding transcription factor, RNA polymerase I",21429,11,coronal,n/a,0.730,3173.425,5961.805,188,258
356850,RP_040617_01_G10,18944,Psmc2,"proteasome (prosome, macropain) 26S subunit, ATPase 2",19181,5,coronal,n/a,0.730,2429.657,4565.806,188,258
74882788,RP_060315_04_G11,50870,Purg,purine-rich element binding protein G,75029,8,coronal,n/a,0.730,527.220,1040.732,179,258
70743878,RP_050725_01_H04,17703,Nab1,Ngfi-A binding protein 1,17936,1,coronal,n/a,0.730,443.900,834.490,188,258
278,RP_Baylor_253892,12576,Cnih,cornichon homolog (Drosophila),12793,14,coronal,n/a,0.730,658.320,1237.936,188,258
322956,RP_040609_01_A09,47494,4930506M07Rik,RIKEN cDNA 4930506M07 gene,71653,19,coronal,n/a,0.730,616.091,1198.068,167,237
71924089,RP_051017_02_H11,88813,Accn4,"amiloride-sensitive cation channel 4, pituitary",241118,1,coronal,n/a,0.730,961.027,1836.539,185,258
75080998,RP_060412_04_H03,92611,Robo2,roundabout homolog 2 (Drosophila),268902,16,coronal,n/a,0.729,1334.696,2510.853,188,258
73817934,RP_051214_01_A05,13405,Eef1a1,eukaryotic translation elongation factor 1 alpha 1,13627,9,coronal,n/a,0.729,4544.548,8555.268,188,258
73907504,RP_051214_03_A10,159572,LOC620538,-,620538,9,coronal,n/a,0.729,3421.880,6548.244,185,258
74357581,RP_051005_03_C11,120261,Pdp1,pyruvate dehyrogenase phosphatase catalytic subunit 1,381511,4,coronal,n/a,0.728,2383.567,4490.652,188,258
71358579,RP_050725_03_E08,17238,Cd200,CD200 antigen,17470,16,coronal,n/a,0.728,2427.408,4573.888,188,258
72007933,RP_051017_01_B02,17961,Nsdhl,NAD(P) dependent steroid dehydrogenase-like,18194,X,coronal,n/a,0.728,205.953,388.075,188,258
74512028,RP_060220_03_D05,110616,A830036E02Rik,RIKEN cDNA A830036E02 gene,353123,11,coronal,n/a,0.727,1514.247,2856.503,188,258
73992938,RP_051214_03_D02,50097,Cyld,cylindromatosis (turban tumor syndrome),74256,8,coronal,n/a,0.727,206.141,389.295,188,258
984,RP_040227_01_05,20378,Snap91,synaptosomal-associated protein 91,20616,9,coronal,n/a,0.727,1525.708,2881.677,188,258
70560343,RP_050331_01_G08,89123,Chrm2,"cholinergic receptor, muscarinic 2, cardiac",243764,6,coronal,n/a,0.726,313.216,604.561,184,258
77332673,RP_070116_02_B04,87389,Iqsec1,IQ motif and Sec7 domain 1,232227,6,coronal,n/a,0.726,967.459,1523.074,188,215
75079801,RP_060412_02_F12,12488,Cit,citron,12704,5,coronal,n/a,0.726,1154.156,2180.744,188,258
655116,RP_040922_01_A02,21996,Ugt8a,UDP galactosyltransferase 8A,22239,3,coronal,n/a,0.726,425.284,804.060,188,258
74583174,RP_051214_02_F12,87566,Arhgap33,Rho GTPase activating protein 33,233071,7,coronal,n/a,0.725,2359.677,4463.622,188,258
70928271,RP_050725_02_C06,11445,Alcam,activated leukocyte cell adhesion molecule,11658,16,coronal,n/a,0.725,1135.542,2194.854,184,258
74657951,RP_060220_02_F12,17452,Msh2,mutS homolog 2 (E. coli),17685,17,coronal,n/a,0.725,421.051,657.793,188,213
74881263,RP_060315_01_A02,87535,Atp1a3,"ATPase, Na+/K+ transporting, alpha 3 polypeptide",232975,7,coronal,n/a,0.725,3290.493,6226.671,188,258
79567501,RP_071204_01_E09,84170,Adcy2,adenylate cyclase 2,210044,13,coronal,n/a,0.725,1243.558,2355.228,188,258
1754,RP_040526_01_F09,16271,Kcnab2,"potassium voltage-gated channel, shaker-related subfamily, beta member 2",16498,4,coronal,n/a,0.725,1168.631,2213.468,188,258
72109379,RP_050712_01_B07,74688,Adarb1,"adenosine deaminase, RNA-specific, B1",110532,10,coronal,n/a,0.725,1445.476,2737.911,188,258
70612728,RP_050725_01_C06,43265,Dhdds,dehydrodolichyl diphosphate synthase,67422,4,coronal,n/a,0.724,1417.902,3258.245,155,258
355892,RP_040617_01_F11,12918,Dag1,dystroglycan 1,13138,9,coronal,n/a,0.723,1607.940,3496.567,164,258
74658077,RP_060220_04_D02,89126,E330009J07Rik,RIKEN cDNA E330009J07 gene,243780,6,coronal,n/a,0.723,479.394,914.277,187,258
74658091,RP_060220_02_C05,68339,Gldc,glycine decarboxylase,104174,19,coronal,n/a,0.723,391.079,656.933,158,192
1770,RP_040526_02_G02,82088,Mlc1,megalencephalic leukoencephalopathy with subcortical cysts 1 homolog (human),170790,15,coronal,n/a,0.723,1143.961,2171.784,188,258
71836849,RP_051017_02_C12,15709,Ier2,immediate early response 2,15936,8,coronal,n/a,0.723,311.375,380.579,120,106
72109423,RP_050712_03_E09,23768,Rnf13,ring finger protein 13,24017,3,coronal,n/a,0.723,775.568,1472.713,188,258
73925715,RP_051214_03_B01,48677,Pot1b,protection of telomeres 1B,72836,17,coronal,n/a,0.723,801.320,1256.409,188,213
76115742,RP_060620_02_C10,19182,Rasgrp1,RAS guanyl releasing protein 1,19419,2,coronal,n/a,0.722,3505.285,6736.481,186,258
75041453,RP_060412_04_B07,87183,Insig1,insulin induced gene 1,231070,5,coronal,n/a,0.721,243.524,463.544,188,258
75080633,RP_060412_04_G04,12130,Capzb,"capping protein (actin filament) muscle Z-line, beta",12345,4,coronal,n/a,0.721,2868.585,5460.445,188,258
